2.22.00x5cd4e4L,2.8.00x200214L,-1
3.14.00x4ea450L,3.84.00x8168d21L,1
3.0.00x129db0L,2.1.00x4d8b8L,-1
2.20.00x4a10acL,2.19.00x4a10acL,1
3.83.00x814cc80L,2.3.00xbfe88L,-1
3.2.00x1408acL,3.88.00x5adc34L,1
2.16.00x5a1da4L,2.16.00x680b88L,-1
3.50.00x1023b4L,3.84.00x816ec9aL,1
2.17.00x5619c4L,2.20.00x4ff9ccL,-1
3.50.00x2c634L,3.91.00x4202e0L,1
3.59.00x85d04L,2.22.00x5f0100L,-1
3.93.00x510864L,3.39.00x8198170L,1
2.23.00x531474L,3.13.00x4858ecL,-1
3.45.00x4d9ce1L,3.8.00x16ad20L,1
2.8.00xb661cL,2.23.00x531474L,-1
3.83.00x814a490L,3.8.00x16beb4L,1
3.82.00x8077ce0L,2.20.00x501b80L,-1
2.23.00x4d8a50L,2.20.00x4d8a50L,1
2.0.00x72eb4L,2.1.00xb827cL,-1
3.12.00x557668L,3.40.00x5383deL,1
3.88.00x46e621L,2.9.00xdcdf0L,-1
3.46.00x4e49c0L,3.56.00x172358L,1
2.11.00x16a688L,2.1.00x164474L,-1
3.89.00x50f800L,3.2.00xe72a0L,1
2.11.00x19884L,3.7.00x563ac8L,-1
3.0.00x18f7d4L,3.83.00x816c620L,1
2.8.00x8c954L,2.17.00x4d83c0L,-1
3.17.00x57b380L,3.5.00x4f4ba4L,1
3.46.00x428c00L,3.39.00x8157f90L,-1
3.93.00x47e262L,3.23.00x4c0340L,1
2.8.00x1f6d64L,2.17.00x5b7400L,-1
2.23.00x460428L,2.22.00x460428L,1
2.23.00x605858L,2.16.00x66b31cL,-1
3.4.00x4944a4L,3.82.00x80b2430L,1
2.2.00x1d844L,3.86.00x8185c80L,-1
3.13.00x4edabcL,3.95.00x530040L,1
2.17.00x4fc0acL,2.16.00x625b3cL,-1
3.3.00x19b4b4L,3.51.00x199f8cL,1
2.22.00x5e1974L,2.22.00x514eccL,-1
3.85.00x80cc1a7L,3.17.00x4d664cL,1
2.11.00x6f50cL,2.16.00x65f6f8L,-1
3.57.00xd7254L,3.94.00x4c89e0L,1
2.19.00x6008e8L,2.20.00x502f68L,-1
3.92.00x47b9dcL,3.36.00x80b762fL,1
2.3.00xdc190L,2.19.00x5f7650L,-1
3.39.00x8177ed0L,3.13.00x4f27fcL,1
2.23.00x56db20L,2.21.00x56f83cL,-1
3.39.00x80c09b0L,3.16.00x4ecd38L,1
2.3.00x4f97cL,2.10.00xc65b8L,-1
2.23.00x445a00L,2.21.00x445a00L,1
2.11.00x3fb78L,2.0.00x13f80L,-1
2.17.00x4627b0L,2.19.00x4627b0L,1
2.20.00x4a689cL,2.22.00x5e1988L,-1
3.44.00x5063a1L,3.1.00xcde0cL,1
2.9.00x1635e8L,2.18.00x5135a4L,-1
3.23.00x508628L,3.47.00x4c23a0L,1
2.2.00x19c338L,2.17.00x552360L,-1
3.40.00x4a4b69L,3.8.00xc38e4L,1
3.2.00x11b18L,2.3.00x95074L,-1
2.19.00x4f8944L,2.18.00x4f8944L,1
3.2.00xfbd2cL,2.9.00x13b3ccL,-1
3.37.00x8182494L,3.8.00x211cb4L,1
2.18.00x5ae6a0L,2.18.00x4bbadcL,-1
2.19.00x440270L,2.18.00x440270L,1
2.22.00x5e1988L,2.20.00x58432cL,-1
3.37.00x8145fa5L,3.43.00x5474c0L,1
2.1.00x12adcL,3.44.00x55b9b8L,-1
2.23.00x4a128cL,2.18.00x4a128cL,1
2.21.00x577070L,2.16.00x662aa8L,-1
2.2.00x10fc0L,2.0.00x10fc0L,1
2.1.00x157394L,2.17.00x4bb31cL,-1
3.12.00x47b938L,3.0.00x8c7f4L,1
2.3.00x18ae28L,2.23.00x517748L,-1
3.4.00x58cb28L,3.48.00x1adfacL,1
2.23.00x5c9c58L,2.17.00x53a690L,-1
3.19.00x5cdb40L,3.39.00x819e2a0L,1
2.17.00x607fa4L,2.17.00x5fd5b4L,-1
2.8.00x10e70L,2.11.00x10e70L,1
2.22.00x526870L,2.11.00x12fb60L,-1
3.9.00x6374cL,3.1.00x63f68L,1
2.22.00x5f017cL,2.9.00x3b05cL,-1
3.47.00x49e240L,3.7.00x49118cL,1
2.16.00x5991fcL,2.3.00x17804cL,-1
3.8.00x1393c8L,3.94.00x4bca10L,1
2.16.00x5baa6cL,2.9.00x123cccL,-1
3.81.00x81489ddL,3.41.00x507484L,1
3.44.00x5b6c0eL,2.17.00x59b094L,-1
3.32.00x8196dadL,3.84.00x81984deL,1
2.16.00x5cc3fcL,2.0.00x19dc18L,-1
2.19.00x4a9290L,2.18.00x4a9290L,1
3.1.00x10c8a4L,2.19.00x5af75cL,-1
3.47.00x57cc90L,3.88.00x5a1facL,1
2.3.00x7ac90L,2.20.00x636748L,-1
3.4.00x5d6184L,3.83.00x81c4100L,1
2.22.00x4ddcd0L,2.21.00x58bc0cL,-1
2.3.00x3f1c8L,2.10.00x3f1c8L,1
2.0.00x10cf54L,2.3.00x15fa38L,-1
3.94.00x4d0300L,3.6.00x4c56c4L,1
2.23.00x5e17a4L,2.20.00x50c108L,-1
2.20.00x4d8a50L,2.22.00x4d8a50L,1
2.19.00x608d28L,2.22.00x567120L,-1
3.12.00x536284L,3.80.00x8135c1fL,1
2.20.00x466910L,3.41.00x4edcefL,-1
3.91.00x4a4b20L,3.10.00x9de9cL,1
3.12.00x49e45cL,2.18.00x4fd328L,-1
3.94.00x4acdf0L,3.38.00x80f0f30L,1
2.22.00x48b028L,2.17.00x576524L,-1
2.23.00x4a12bcL,2.22.00x4a12bcL,1
2.16.00x68a668L,2.22.00x57ff28L,-1
2.19.00x4c89dcL,2.18.00x4c89dcL,1
2.9.00x18752cL,2.21.00x58529cL,-1
2.18.00x4a28fcL,2.19.00x4a28fcL,1
2.20.00x58a824L,2.17.00x4fe6b0L,-1
2.3.00x7b23cL,2.1.00x7b23cL,1
2.19.00x58eca0L,3.7.00x57f690L,-1
3.82.00x813a510L,3.81.00x8134220L,1
2.17.00x467310L,2.8.00xecd38L,-1
3.85.00x81008c7L,3.57.00xcfd4cL,1
2.8.00x14c170L,2.1.00xd1bf0L,-1
3.18.00x4860e8L,3.3.00x673a4L,1
2.10.00xdfc74L,3.49.00x63a54L,-1
3.58.00x156e8cL,3.0.00x2246c4L,1
2.8.00xf7e00L,2.17.00x4683e0L,-1
2.8.00x10530L,2.10.00x10530L,1
2.8.00x3bdfcL,2.10.00xb5f30L,-1
3.18.00x5050acL,3.22.00x504d7cL,1
2.9.00x36294L,2.10.00x96344L,-1
2.18.00x447cc0L,2.17.00x447cc0L,1
3.58.00xbf9e8L,2.22.00x4a1c70L,-1
3.9.00x11d358L,3.89.00x54a7f0L,1
2.20.00x4768a8L,2.17.00x49b4e0L,-1
3.35.00x817ecb0L,3.20.00x63d664L,1
2.3.00x13f47cL,2.18.00x54a57cL,-1
3.35.00x8131870L,3.48.00x149ec8L,1
2.8.00x57bbcL,2.2.00x102fdcL,-1
2.22.00x448670L,2.23.00x448670L,1
2.20.00x606930L,2.17.00x5e50f4L,-1
2.18.00x4a110cL,2.20.00x4a110cL,1
2.23.00x59f8fcL,2.1.00x152168L,-1
3.59.00xcbaccL,3.80.00x81101a6L,1
3.0.00x18f50cL,2.11.00x1b724L,-1
3.21.00x58bc10L,3.80.00x8176b4bL,1
2.2.00x22320L,2.2.00x169968L,-1
2.2.00x69e9cL,2.0.00x69e9cL,1
2.21.00x607d80L,2.20.00x585084L,-1
3.56.00x1c8c58L,3.20.00x66fd20L,1
3.37.00x810adc8L,2.18.00x5d4e6cL,-1
2.17.00x4605d8L,2.18.00x4605d8L,1
2.18.00x56d3c4L,2.22.00x5152d0L,-1
3.47.00x48c0b0L,3.82.00x80c2760L,1
2.1.00x92dd0L,2.1.00x62d70L,-1
3.35.00x80ab6f0L,3.10.00x67dc0L,1
2.18.00x4feee4L,2.11.00x174ab4L,-1
3.14.00x525570L,3.15.00x573f00L,1
2.9.00x18da0L,2.11.00x11dc08L,-1
2.16.00x4005a0L,2.19.00x4005a0L,1
2.0.00x29370L,2.8.00x208dccL,-1
3.87.00x80bde10L,3.59.00x7d55cL,1
2.18.00x56a280L,2.19.00x54ab24L,-1
3.4.00x5e5254L,3.1.00x157770L,1
2.8.00x8d04cL,2.2.00x155644L,-1
3.18.00x563aa8L,3.82.00x8147310L,1
2.8.00x3bd58L,2.20.00x5bfae4L,-1
3.45.00x5246beL,3.84.00x81a54ebL,1
3.2.00xbfe68L,2.18.00x47459cL,-1
2.19.00x4a1c80L,2.18.00x4a1c80L,1
2.17.00x52d368L,2.23.00x4bb9c8L,-1
2.18.00x49b42cL,2.19.00x49b42cL,1
2.0.00x1f3aacL,3.32.00x8189a5bL,-1
3.14.00x4df3b0L,3.33.00x812c54cL,1
2.3.00x12448L,2.20.00x68d800L,-1
3.44.00x5b0a6eL,3.4.00x5d8458L,1
2.1.00x1649a0L,2.0.00xa7544L,-1
2.19.00x4a0c8cL,2.18.00x4a0c8cL,1
3.38.00x80f42b0L,2.2.00x9ee60L,-1
3.4.00x499284L,3.84.00x80c2f0fL,1
2.17.00x54722cL,2.16.00x4fdfb4L,-1
2.18.00x4aeed0L,2.19.00x4aeed0L,1
2.11.00x16c4e0L,2.11.00x6faf4L,-1
3.11.00x190154L,3.83.00x81d4600L,1
2.9.00x124290L,3.84.00x80c3428L,-1
3.2.00xca12cL,3.8.00x13edb0L,1
2.0.00x135364L,2.9.00xa4548L,-1
2.18.00x4754d0L,2.19.00x4754d0L,1
3.2.00xf6494L,2.1.00x12e4cL,-1
3.33.00x8146509L,3.90.00x50b800L,1
2.18.00x49f590L,2.3.00x1110f0L,-1
2.19.00x5dbae8L,2.17.00x5dbae8L,1
2.2.00x125f0L,2.10.00x19cc40L,-1
3.14.00x4aaea0L,3.94.00x4b8750L,1
2.19.00x57cf24L,3.20.00x5d25ccL,-1
3.80.00x81b09abL,3.94.00x5380e0L,1
2.17.00x4d57a0L,2.8.00xf5d54L,-1
3.16.00x677ad0L,3.84.00x8196a94L,1
2.23.00x55f788L,2.1.00x98fe4L,-1
3.14.00x4f7b48L,3.50.00x10a680L,1
2.19.00x594154L,2.8.00xb6b90L,-1
3.36.00x812d2cfL,3.17.00x5220ecL,1
2.9.00x158214L,2.16.00x68af04L,-1
3.38.00x80f2ef0L,3.39.00x810dd40L,1
2.0.00xdd4d0L,3.51.00x147630L,-1
3.15.00x54a9a0L,3.16.00x657184L,1
2.17.00x5e2650L,2.11.00x186fa0L,-1
3.91.00x514850L,3.87.00x8155110L,1
2.0.00x74e28L,2.17.00x54ad1cL,-1
3.91.00x534630L,3.85.00x81382c6L,1
2.22.00x54c474L,3.22.00x50ba24L,-1
3.10.00x1032bcL,3.86.00x8140630L,1
3.16.00x603678L,2.3.00xb89a4L,-1
3.37.00x8146d3cL,3.87.00x8187420L,1
2.8.00x208b74L,2.3.00x1e330L,-1
3.40.00x5bbaa2L,3.47.00x5959d0L,1
2.11.00x34f00L,2.20.00x5a2868L,-1
3.42.00x460e80L,3.1.00x6db84L,1
3.51.00xf03fcL,2.1.00xc2a40L,-1
3.9.00xc4748L,3.45.00x4b414bL,1
2.0.00x134440L,3.33.00x815a2c6L,-1
2.2.00x1249cL,2.1.00x1249cL,1
2.10.00x192360L,3.57.00x150e88L,-1
2.23.00x4b9fb8L,2.22.00x4b9fb8L,1
2.2.00xaf8f0L,2.10.00x38a7cL,-1
3.12.00x588600L,3.43.00x542390L,1
2.2.00x656bcL,2.17.00x579aa4L,-1
2.3.00x11650L,2.0.00x11650L,1
2.8.00x3b9a4L,3.89.00x54ef40L,-1
3.23.00x5a2148L,3.38.00x8141440L,1
2.22.00x467b40L,2.9.00x19bf5cL,-1
3.20.00x607510L,3.89.00x51f2c0L,1
2.18.00x5baa54L,3.9.00xfbe30L,-1
3.89.00x4d0730L,3.35.00x8112d90L,1
2.22.00x5ce230L,2.20.00x5e0334L,-1
2.9.00x18224L,2.11.00x18224L,1
2.1.00x9c0acL,2.17.00x507234L,-1
3.86.00x812f770L,3.51.00x1205e8L,1
2.19.00x5ac2b4L,2.22.00x4fd578L,-1
3.82.00x813eb90L,3.47.00x5370a0L,1
2.11.00x116488L,2.21.00x616c30L,-1
3.35.00x815f530L,3.20.00x6053f4L,1
3.86.00x810e4b0L,2.16.00x57d238L,-1
3.44.00x53d706L,3.23.00x57a04cL,1
2.10.00x176454L,2.8.00x192f68L,-1
2.23.00x479d3cL,2.22.00x479d3cL,1
2.20.00x5a3094L,2.21.00x561828L,-1
2.10.00x1830b8L,2.0.00x1830b8L,1
2.0.00x123d84L,2.18.00x5023d0L,-1
3.57.00xbecd4L,3.87.00x810bda0L,1
2.20.00x55b388L,2.21.00x608180L,-1
3.84.00x8178833L,3.9.00x1152f0L,1
2.10.00x18b54L,2.8.00x7185cL,-1
3.41.00x4cf5dbL,3.45.00x4ce81bL,1
2.3.00x6c524L,2.11.00x811c8L,-1
3.11.00xf2654L,3.36.00x81319faL,1
2.8.00x5a338L,2.9.00x698c0L,-1
3.33.00x81283ebL,3.89.00x51cfa0L,1
2.0.00x74b34L,2.3.00x911a4L,-1
3.38.00x81309f0L,3.8.00x185f38L,1
3.39.00x8184970L,2.9.00x123cccL,-1
3.9.00xc0604L,3.5.00x4a73f8L,1
3.32.00x81b0dedL,3.18.00x5527d0L,-1
3.80.00x81bb616L,3.23.00x60f360L,1
2.18.00x4fd534L,2.18.00x50b8e8L,-1
3.3.00xdc7d8L,3.20.00x59d2c4L,1
3.50.00x10ed40L,2.9.00x95a40L,-1
2.22.00x4a2740L,2.23.00x4a2740L,1
2.3.00x118ad4L,2.16.00x52a680L,-1
3.6.00x4d13b4L,3.90.00x4de580L,1
2.20.00x5aa6acL,2.2.00x154220L,-1
2.19.00x481e90L,2.18.00x481e90L,1
2.1.00x1442dcL,2.8.00x87c80L,-1
3.43.00x47d4e0L,3.81.00x80b78b6L,1
2.20.00x5fb4ecL,2.2.00x12ffccL,-1
3.80.00x81b22f6L,3.3.00x17a7f4L,1
3.48.00x1f600cL,3.38.00x80d75c0L,-1
3.59.00xa87dcL,3.35.00x80e5950L,1
2.11.00x18238L,2.20.00x5b42e8L,-1
3.84.00x817527cL,3.57.00x111d14L,1
2.10.00x3cfb4L,2.0.00x149934L,-1
2.18.00x4a65ecL,2.19.00x4a65ecL,1
2.10.00x18928L,2.11.00xd54d0L,-1
3.9.00xdd4ccL,3.43.00x4f70a0L,1
2.0.00x8c6e0L,3.22.00x5c883cL,-1
